title,source,link,pubDate,fetchedAt
DeepSeek yeni açık kaynak yapay zeka modeli V4’ü piyasaya sürdü,investing_tr,https://tr.investing.com/news/stock-market-news/deepseek-yeni-ack-kaynak-yapay-zeka-modeli-v4u-piyasaya-surdu-3865707,2026-04-24 04:12:31,2026-04-25T11:49:06.231489+00:00
Intel hisseleri güçlü kâr rakamı sonrası tarihi zirveye yaklaşıyor,dunya,https://www.dunya.com/dunya/intel-hisseleri-guclu-kar-rakami-sonrasi-tarihi-zirveye-yaklasiyor-haberi-822715,2026-04-24 04:03:00,2026-04-25T11:49:06.231489+00:00
Güven Veren Liderlik,ensonhaber,https://www.ensonhaber.com/yazarlar/adem-metan/guven-veren-liderlik,2026-04-24 04:01:01,2026-04-25T11:49:06.231489+00:00
Hürmüz Boğazı'nda ABDİran kilidi: Petrol fiyatları 106 doları aştı,trthaber,https://www.trthaber.com/haber/dunya/hurmuz-bogazinda-abd-iran-kilidi-petrol-fiyatlari-106-dolari-asti-942825.html,2026-04-24 04:01:00,2026-04-25T11:49:06.851011+00:00
Dikenli tellere eğitimle direniyorlar,yenisafak,https://www.yenisafak.com/dunya/dikenli-tellere-egitimle-direniyorlar-4817999,2026-04-24 04:00:00,2026-04-25T11:49:06.851011+00:00
Türkiye'de de mağazaları var! Dev şirket binlerce işçi çıkaracak,sozcu,https://www.sozcu.com.tr/turkiye-de-de-magazalari-var-dev-sirket-binlerce-isci-cikaracak-p313946,2026-04-24 03:50:44,2026-04-25T11:49:06.851011+00:00
Akdeniz Bölgesi’ndeki yatırımlara teşvik verilecek,yeniasir,https://www.yeniasir.com.tr/ekonomi/2026/04/24/akdeniz-bolgesindeki-yatirimlara-tesvik-verilecek,2026-04-24 03:50:35,2026-04-25T11:49:06.851011+00:00
Warner Bros hissedarları Paramountun 111 milyar dolarlık teklifini onayladı,trthaber,https://www.trthaber.com/haber/dunya/warner-bros-hissedarlari-paramountun-111-milyar-dolarlik-teklifini-onayladi-942820.html,2026-04-24 03:42:00,2026-04-25T11:49:06.851011+00:00
"Meta, yapay zeka bütçesi nedeniyle 8 bin kişiyi işten çıkaracak",trthaber,https://www.trthaber.com/haber/dunya/meta-yapay-zeka-butcesi-nedeniyle-8-bin-kisiyi-isten-cikaracak-942817.html,2026-04-24 03:32:00,2026-04-25T11:49:06.851011+00:00
Asya hisseleri teknoloji ve petrol baskısıyla geriledi,investing_tr,https://tr.investing.com/news/stock-market-news/asya-hisseleri-teknoloji-ve-petrol-basksyla-geriledi-3865704,2026-04-24 03:20:47,2026-04-25T11:49:06.851011+00:00
Nike yaklaşık 1400 kişiyi işten çıkaracak,bloomberght,https://www.bloomberght.com/nike-yaklasik-1400-kisiyi-isten-cikaracak-3775649,2026-04-24 03:19:17,2026-04-25T11:49:06.851011+00:00
ÜNLÜ FİRMADA DEV TENKİSAT,tgrthaber,https://www.tgrthaber.com/ekonomi/nike-dev-tenkisati-duyurdu-yuzlerce-kisi-isten-cikarilacak-3296295,2026-04-24 03:08:28,2026-04-25T11:49:06.851011+00:00
Çocuklara yönelik sosyal medya yasağı nasıl uygulanabilir?,haberler,https://www.haberler.com/teknoloji/cocuklara-yonelik-sosyal-medya-yasagi-nasil-19777660-haberi/,2026-04-24 03:06:47,2026-04-25T11:49:06.851011+00:00
Çocuklara yönelik sosyal medya yasağı nasıl uygulanabilir?,bbc,https://www.bbc.com/turkce/articles/c4g8172x8v1o,2026-04-24 02:55:47,2026-04-25T11:49:07.475207+00:00
"ChatGPT, doktorların işini yapacak: ChatGPT for Clinicians",shiftdelete,https://shiftdelete.net/chatgpt-doktorlarin-isini-yapacak-chatgpt-for-clinicians,2026-04-24 02:04:49,2026-04-25T11:49:07.475207+00:00
Nike'ta 1400 kişiyle yollar ayrılıyor,halktv,https://halktv.com.tr/ekonomi/niketa-1400-kisiyle-yollar-ayriliyor-1024496h,2026-04-24 01:08:42,2026-04-25T11:49:07.475207+00:00
OSB planlarında su kriteri esas! Sıkı tedbirler alınıyor,turkiyegazetesi_tr,https://www.turkiyegazetesi.com.tr/ekonomi/osb-planlarinda-su-kriteri-esas-kurak-bolgelerde-siki-tedbirler-aliniyor-1786158,2026-04-24 00:10:04,2026-04-25T11:49:07.475207+00:00
X-energy halka arzda hisse başına 23 dolar fiyat belirledi,investing_tr,https://tr.investing.com/news/company-news/xenergy-halka-arzda-hisse-basna-23-dolar-fiyat-belirledi-93CH-3865674,2026-04-24 00:09:57,2026-04-25T11:49:07.475207+00:00
Akdeniz'de 8 ilde kalkınma hamlesi!,turkiyegazetesi_tr,https://www.turkiyegazetesi.com.tr/ekonomi/akdenizde-8-ilde-kalkinma-hamlesi-ispartaya-kozmetik-mersine-sera-tesviki-1786144,2026-04-24 00:00:04,2026-04-25T11:49:07.475207+00:00
"Grok, çağrı merkezi hizmetinde insan seviyesine yaklaştı!",shiftdelete,https://shiftdelete.net/grok-cagri-merkezi-hizmetinde-insan-seviyesine-yaklasti,2026-04-23 23:32:12,2026-04-25T11:49:07.475207+00:00
"Sallie Mae 1Ç 2026: Kazançlar yükseldi, rehberlik artırıldı",investing_tr,https://tr.investing.com/news/company-news/sallie-mae-1c-2026-kazanclar-yukseldi-rehberlik-artrld-93CH-3865662,2026-04-23 23:04:13,2026-04-25T11:49:07.475207+00:00
Intel’in 2026 1Ç sunumu: AI talebinde altıncı çeyrek rekor,investing_tr,https://tr.investing.com/news/company-news/intelin-2026-1c-sunumu-ai-talebinde-altnc-ceyrek-rekor-93CH-3865654,2026-04-23 22:49:07,2026-04-25T11:49:07.475207+00:00
BeFra 1Ç 2026 sunumu: Gelir sabit kalırken marjlar keskin yükseldi,investing_tr,https://tr.investing.com/news/company-news/befra-1c-2026-sunumu-gelir-sabit-kalrken-marjlar-keskin-yukseldi-93CH-3865655,2026-04-23 22:49:07,2026-04-25T11:49:07.475207+00:00
Dünyaca ünlü spor giyim devinden toplu işten çıkarma kararı: Türkiye'de de çok sayıda mağazası var,yenicaggazetesi,https://www.yenicaggazetesi.com/dunyaca-unlu-spor-giyim-devinden-toplu-isten-cikarma-karari-turkiyede-de-cok-sayida-magazasi-var-1022332h.htm,2026-04-23 22:44:11,2026-04-25T11:49:08.095318+00:00
Nike dünya genelinde yaklaşık 1400 kişiyi işten çıkaracak,birgun,https://www.birgun.net/haber/nike-dunya-genelinde-yaklasik-1400-kisiyi-isten-cikaracak-707976,2026-04-23 22:44:00,2026-04-25T11:49:08.095318+00:00
Ameriprise Financial’ın 1Ç 2026 kazançları beklentileri aştı,investing_tr,https://tr.investing.com/news/transcripts/ameriprise-financialn-1c-2026-kazanclar-beklentileri-ast-93CH-3865635,2026-04-23 22:24:20,2026-04-25T11:49:08.095318+00:00
"Coursera’nın hisse senedi düştü, hisse başına kâr beklentiyi karşılamadı",investing_tr,https://tr.investing.com/news/transcripts/courserann-hisse-senedi-dustu-hisse-basna-kar-beklentiyi-karslamad-93CH-3865634,2026-04-23 22:23:57,2026-04-25T11:49:08.095318+00:00
Nike yaklaşık 1400 kişiyi işten çıkaracak,t24,"https://t24.com.tr/ekonomi/nike-yaklasik-1400-kisiyi-isten-cikaracak,1316516",2026-04-23 22:17:00,2026-04-25T11:49:08.095318+00:00
Nike 1400 Çalışanını İşten Çıkarıyor,haberler,https://www.haberler.com/ekonomi/nike-yaklasik-1400-kisiyi-isten-cikaracak-19777633-haberi/,2026-04-23 22:08:08,2026-04-25T11:49:08.095318+00:00
Türkiye ile İngiltere arasında 'Stratejik Ortaklık Çerçeve Belgesi' imzalandı: 'NATO'nun siyasi ve askeri önemi artmıştır',cumhuriyet,https://www.cumhuriyet.com.tr/siyaset/turkiye-ile-ingiltere-arasinda-stratejik-ortaklik-cerceve-belgesi-imzalandi-nato-nun-siyasi-ve-askeri-onemi-artmistir-2497952,2026-04-23 21:55:00,2026-04-25T11:49:08.095318+00:00
"HSBC, Oklo için alım tavsiyesi ile kapsama başladı",investing_tr,https://tr.investing.com/news/analyst-ratings/hsbc-oklo-icin-alm-tavsiyesi-ile-kapsama-baslad-3865565,2026-04-23 21:21:36,2026-04-25T11:49:08.095318+00:00
"Avantor, Ludovic Brellier’i EVP ve dönüşüm direktörü olarak atadı",investing_tr,https://tr.investing.com/news/company-news/avantor-ludovic-brellieri-evp-ve-donusum-direktoru-olarak-atad-93CH-3865549,2026-04-23 21:14:37,2026-04-25T11:49:08.095318+00:00
"Circle Internet Group yöneticisi 1,04 milyon dolarlık hisse sattı",investing_tr,https://tr.investing.com/news/insider-trading-news/circle-internet-group-yoneticisi-104-milyon-dolarlk-hisse-satt-93CH-3865539,2026-04-23 21:11:59,2026-04-25T11:49:08.095318+00:00
"Babacan Aydınlık ve Ulusal’ın sorularını yanıtladı: İran’a koruma, Çin’e övgü; CHP’ye tavsiye",aydinlik,https://www.aydinlik.com.tr/haber/babacan-aydinlik-ve-ulusalin-sorularini-yanitladi-irana-koruma-cine-ovgu-chpye-tavsiye-574621,2026-04-23 21:10:00,2026-04-25T11:49:08.760864+00:00
Anadolu notları,karar,https://www.karar.com/yazarlar/taha-akyol/anadolu-notlari-1607651,2026-04-23 21:01:00,2026-04-25T11:49:08.760864+00:00
Lüks markalar Türkiye’de ekonomi ‘sınır’da üretilsin,dunya,https://www.dunya.com/sektorler/luks-markalar-turkiyede-ekonomi-sinirda-uretilsin-haberi-822678,2026-04-23 21:00:00,2026-04-25T11:49:08.760864+00:00
Hangi lise ne kadar ekrana bağımlı?,aydinlik,https://www.aydinlik.com.tr/haber/hangi-lise-ne-kadar-ekrana-bagimli-574629,2026-04-23 21:00:00,2026-04-25T11:49:08.760864+00:00
ABD’nin Atina Büyükelçisi KImberly GuIlfoyle: Yunanistan ABD’nin temel stratejik ortağı,aydinlik,https://www.aydinlik.com.tr/haber/abdnin-atina-buyukelcisi-kimberly-guilfoyle-yunanistan-abdnin-temel-stratejik-ortagi-574616,2026-04-23 21:00:00,2026-04-25T11:49:08.760864+00:00
A10 Networks hissedarları yönetim kurulu adaylarını onayladı,investing_tr,https://tr.investing.com/news/sec-filings/a10-networks-hissedarlar-yonetim-kurulu-adaylarn-onaylad-93CH-3865514,2026-04-23 20:59:26,2026-04-25T11:49:08.760864+00:00
"Bu desenli güneş panelleri, normal panellerle aynı verimlilik sunuyor",donanimhaber,https://www.donanimhaber.com/renkli-film-kaplama-ile-gunes-panellerinde-yuzde-95-verim-korunuyor--204853,2026-04-23 20:59:00,2026-04-25T11:49:08.760864+00:00
Nike teknoloji departmanına odaklanan 1.400 işten çıkarma duyurdu,investing_tr,https://tr.investing.com/news/stock-market-news/nike-teknoloji-departmanna-odaklanan-1400-isten-ckarma-duyurdu-93CH-3865496,2026-04-23 20:48:51,2026-04-25T11:49:08.760864+00:00
Meta 8 bin kişiyi işten çıkarıyor: Yatırımlar yapay zekaya kayıyor,trthaber,https://www.trthaber.com/haber/dunya/meta-8-bin-kisiyi-isten-cikariyor-yatirimlar-yapay-zekaya-kayiyor-942801.html,2026-04-23 20:44:00,2026-04-25T11:49:08.760864+00:00
Isıtma teknolojisinde yeni dönem: Kompresörsüz ısı pompaları geliyor,donanimhaber,https://www.donanimhaber.com/termoakustik-isi-pompalari-ticari-kullanima-sunuluyor--204849,2026-04-23 20:30:00,2026-04-25T11:49:08.760864+00:00
Meta yapay zeka yatırımları için binlerce kişiyi işten çıkarıyor,sondakika,https://www.sondakika.com/haber/haber-meta-yapay-zeka-yatirimlari-icin-binlerce-kisiyi-19777552/,2026-04-23 20:25:51,2026-04-25T11:49:09.541277+00:00
Meta yapay zeka yatırımları için binlerce kişiyi işten çıkarıyor,haberler,https://www.haberler.com/haberler/meta-yapay-zeka-yatirimlari-icin-binlerce-kisiyi-19777551-haberi/,2026-04-23 20:25:51,2026-04-25T11:49:09.541277+00:00
"OpenAI'dan büyük sürpriz: Kendi başına iş yapan ""ChatGPT 5.5"" resmen yayınlandı",karar,https://www.karar.com/teknoloji-haberleri/openaidan-buyuk-surpriz-kendi-basina-is-yapan-chatgpt-5-5-resmen-2044203,2026-04-23 20:19:17,2026-04-25T11:49:09.541277+00:00
"Günler süren işi 3 saatte bitiriyor, çiftçi ise hayretle izliyor",ozgurkocaeli,https://www.ozgurkocaeli.com.tr/haber/27869051/gunler-suren-isi-3-saatte-bitiriyor-ciftci-ise-hayretle-izliyor,2026-04-23 19:50:00,2026-04-25T11:49:09.541277+00:00
ABD'den Çin'e 'Yapay zekamızı kopyalıyorsunuz' suçlaması,milliyet,https://www.milliyet.com.tr/dunya/abdden-cine-yapay-zekamizi-kopyaliyorsunuz-suclamasi-7576410,2026-04-23 19:37:31,2026-04-25T11:49:09.541277+00:00
Karahasanoğlu yapay zekayı fırsat olarak değerlendirdi,haberekspresi_tr,https://www.haberekspres.com.tr/karahasanoglu-yapay-zeka-aciklamasi,2026-04-23 19:36:00,2026-04-25T11:49:09.541277+00:00
"ABD'den Çin'e ""endüstriyel ölçekli"" yapay zeka damıtma suçlaması",aa_tr,https://www.aa.com.tr/tr/bilim-teknoloji/abdden-cine-endustriyel-olcekli-yapay-zeka-damitma-suclamasi/3916143,2026-04-23 19:31:34,2026-04-25T11:49:09.541277+00:00
Vivo X500 Serisinin Ekran Boyutları ve İşlemci Özellikleri Sızdırıldı,shiftdelete,https://shiftdelete.net/vivo-x500-serisinin-ekran-boyutlari-ve-islemci-ozellikleri-sizdirildi,2026-04-23 19:30:43,2026-04-25T11:49:09.541277+00:00
A101 marketler Samsung Galaxy S26 Ultra ve iphone 17 Pro Max 2TB satıyor,donanimhaber,https://www.donanimhaber.com/22-nisan-a101-ekstra-katalogunda-neler-var--204851,2026-04-23 19:30:00,2026-04-25T11:49:09.541277+00:00
"Bu sistemi kim, nasıl kurdu?",haberturk,https://www.haberturk.com/zamanin-degismeyen-kurali-24-saat-60-dakika-60-saniye-peki-bu-sistemi-kim-nasil-kurdu-3879665,2026-04-23 19:27:25,2026-04-25T11:49:09.541277+00:00
"ABD: Çin, yapay zeka teknolojimizi endüstriyel ölçekte kopyalıyor",haberler,https://www.haberler.com/ekonomi/abd-den-cin-e-endustriyel-olcekli-yapay-zeka-19777482-haberi/,2026-04-23 19:23:57,2026-04-25T11:49:10.201390+00:00
GPT-5.5 Duyuruldu: Daha Hızlı ve Daha Yetenekli!,shiftdelete,https://shiftdelete.net/gpt-5-5-duyuruldu-daha-hizli-ve-daha-yetenekli,2026-04-23 19:23:00,2026-04-25T11:49:10.201390+00:00
YENİ MODELE İLK SİPARİŞ,turkiyegazetesi_tr,https://www.turkiyegazetesi.com.tr/teknoloji/baykar-sonrasi-piaggio-aerospace-ucusa-gecti-ilk-siparis-geldi-hedef-yilda-30-uretim-1786138,2026-04-23 19:12:06,2026-04-25T11:49:10.201390+00:00
Her Gün Kullanıyoruz Ama Altında Devasa Bir Deniz Ağı Var!,onedio,https://onedio.com/haber/her-gun-kullaniyoruz-ama-altinda-devasa-bir-deniz-agi-var-1355312,2026-04-23 19:04:25,2026-04-25T11:49:10.201390+00:00
Oppo Find X9 Ultra Parçalarına Ayrıldı,shiftdelete,https://shiftdelete.net/oppo-find-x9-ultra-parcalarina-ayrildi,2026-04-23 19:00:52,2026-04-25T11:49:10.201390+00:00
"HSBC, NuScale’e küçük modüler reaktör atılımında ’tut’ notu verdi",investing_tr,https://tr.investing.com/news/analyst-ratings/hsbc-nuscalee-kucuk-moduler-reaktor-atlmnda-tut-notu-verdi-3865299,2026-04-23 18:38:59,2026-04-25T11:49:10.201390+00:00
İki teknoloji şirketinde istihdam azaltma adımı,bloomberght,https://www.bloomberght.com/iki-teknoloji-sirketinde-istihdam-azaltma-adimi-3775644,2026-04-23 18:36:00,2026-04-25T11:49:10.201390+00:00
Honor Choice Codeler Headphones 2 Tanıtıldı,shiftdelete,https://shiftdelete.net/honor-choice-codeler-headphones-2-tanitildi,2026-04-23 18:30:49,2026-04-25T11:49:10.201390+00:00
Valeo 2026 1Ç sonuçları: Zorlu koşullarda piyasayı geride bıraktı,investing_tr,https://tr.investing.com/news/company-news/valeo-2026-1c-sonuclar-zorlu-kosullarda-piyasay-geride-brakt-93CH-3865270,2026-04-23 18:03:26,2026-04-25T11:49:10.201390+00:00
Demirci'de 23 Nisan Bilim Şenliği,sondakika,https://www.sondakika.com/egitim/haber-demirci-de-cocuklar-bayrami-bilimle-kutladi-19777375/,2026-04-23 18:02:56,2026-04-25T11:49:10.201390+00:00
İngiltere ile kritik anlaşma,odatv4,https://www.odatv.com/guncel/ingiltere-ile-kritik-anlasma-120144470,2026-04-23 17:59:06,2026-04-25T11:49:10.831148+00:00
KeyBanc’in En İyi Sağlık Hisseleri Açıklandı,investing_tr,https://tr.investing.com/news/stock-market-news/keybancin-en-iyi-saglk-hisseleri-ackland-93CH-3865264,2026-04-23 17:55:32,2026-04-25T11:49:10.831148+00:00
"Gözlüksüz 3D ekran, Galaxy Ultra serisindeki bir sonraki yenilik olabilir",donanimhaber,https://www.donanimhaber.com/gozluksuz-3d-ekran-galaxy-ultra-daki-bir-sonraki-yenilik-olabilir--204842,2026-04-23 17:37:00,2026-04-25T11:49:10.831148+00:00
Piyasayı şaşırtan rakamlar: Tesla bu kez uzmanları utandırdı,chip_tr,https://www.chip.com.tr/guncel/piyasayi-sasirtan-rakamlar-tesla-bu-kez-uzmanlari-utandirdi_179725.html,2026-04-23 17:36:00,2026-04-25T11:49:10.831148+00:00
Gecenin örtüsü aralanıyor: Karanlığı aydınlığa çeviren teknoloji,evrensel,https://www.evrensel.net/haber/5981033/gecenin-ortusu-aralaniyor-karanligi-aydinliga-ceviren-teknoloji,2026-04-23 17:26:00,2026-04-25T11:49:10.831148+00:00
"Alphatec Holdings hissesi 10,10 dolarla 52 haftalık dibe vurdu",investing_tr,https://tr.investing.com/news/company-news/alphatec-holdings-hissesi-1010-dolarla-52-haftalk-dibe-vurdu-93CH-3865235,2026-04-23 17:13:35,2026-04-25T11:49:10.831148+00:00
Meritage’ın 1Ç 2026 sonuçları: Piyasa zorlukları kazançları vurdu,investing_tr,https://tr.investing.com/news/company-news/meritagen-1c-2026-sonuclar-piyasa-zorluklar-kazanclar-vurdu-93CH-3865215,2026-04-23 16:57:00,2026-04-25T11:49:10.831148+00:00
"Ryder 1Ç 2026 sonuçları: dönüşüm HBK’yı artırdı, rehber yükseltildi",investing_tr,https://tr.investing.com/news/company-news/ryder-1c-2026-sonuclar-donusum-hbky-artrd-rehber-yukseltildi-93CH-3865208,2026-04-23 16:53:50,2026-04-25T11:49:10.831148+00:00
Bilim Merkezi 23 Nisan'da doldu taştı,61saat,https://www.61saat.com/bilim-merkezi-23-nisanda-doldu-tasti,2026-04-23 16:47:00,2026-04-25T11:49:10.831148+00:00
Apple’ın sıradaki büyük planı ortaya çıktı: Altı yeni ürün kategorisi yolda,technopat,https://www.technopat.net/2026/04/23/apple-buyuk-plan-alti-yeni-urun/,2026-04-23 16:46:08,2026-04-25T11:49:10.831148+00:00
Prof. Dr. Acar Baltaş’tan önemli uyarı: 'Cumhuriyet ışığını kaybetmemeli',cumhuriyet,https://www.cumhuriyet.com.tr/egitim/prof-dr-acar-baltas-tan-onemli-uyari-cumhuriyet-isigini-kaybetmemeli-2497883,2026-04-23 16:45:00,2026-04-25T11:49:11.581064+00:00
"TSMC, 2029'a kadarki yol haritasını açıkladı: 1.2nm ve 1.3nm üretim süreçlerini duyurdu",donanimhaber,https://www.donanimhaber.com/tsmc-yeni-yol-haritasini-ve-1-2nm-ve-1-3nm-sureclerini-duyurdu--204840,2026-04-23 16:42:00,2026-04-25T11:49:11.581064+00:00
Enterprise Financial 1Ç 2026: Marj genişlemesiyle kazanç beklentiyi aştı,investing_tr,https://tr.investing.com/news/company-news/enterprise-financial-1c-2026-marj-genislemesiyle-kazanc-beklentiyi-ast-93CH-3865163,2026-04-23 16:33:02,2026-04-25T11:49:11.581064+00:00
Banner 1Ç 2026 sunumu: Marj genişlemesi kazanç beklentilerini aştı,investing_tr,https://tr.investing.com/news/company-news/banner-1c-2026-sunumu-marj-genislemesi-kazanc-beklentilerini-ast-93CH-3865159,2026-04-23 16:32:28,2026-04-25T11:49:11.581064+00:00
Toprağın dijital zırhı: Çin'in algoritmaları dünyayı doyurabilir mi?,chip_tr,https://www.chip.com.tr/guncel/topragin-dijital-zirhi-cinin-algoritmalari-dunyayi-doyurabilir-mi_179710.html,2026-04-23 16:19:00,2026-04-25T11:49:11.581064+00:00
Türkiye İngiltere arasında Stratejik Ortaklık Çerçeve Belgesi imzalandı,haberler,https://www.haberler.com/politika/turkiye-ingiltere-arasinda-stratejik-ortaklik-19777233-haberi/,2026-04-23 16:17:55,2026-04-25T11:49:11.581064+00:00
Google'da yapay zeka etkisi: Yeni üretilen kodların yüzde 75'i yapay zekadan,cumhuriyet,https://www.cumhuriyet.com.tr/bilim-teknoloji/google-da-yapay-zeka-etkisi-yeni-uretilen-kodlarin-yuzde-75-i-yapay-zekadan-2497877,2026-04-23 16:13:00,2026-04-25T11:49:11.581064+00:00
Honor 600 ve 600 Pro Avrupa Pazarına Giriş Yaptı,shiftdelete,https://shiftdelete.net/honor-600-ve-600-pro-avrupa-pazarina-giris-yapti,2026-04-23 16:00:48,2026-04-25T11:49:11.581064+00:00
"Türkiye ile İngiltere arasında imzalanan ""Stratejik Ortaklık Çerçeve Belgesi"" hakkında ortak açıklama yayımlandı",haberler,https://www.haberler.com/guncel/turkiye-ile-ingiltere-arasinda-imzalanan-stratejik-19777202-haberi/,2026-04-23 15:57:51,2026-04-25T11:49:11.581064+00:00
"Ateşkes uzatıldı, S&P 500 rekor kırdı: BIST için ne anlama geliyor",mynet,https://www.hisse.net/haber/ateskes-uzatildi-s-p-500-rekor-kirdi-bist-icin-ne-anlama-geliyor-75451,2026-04-23 15:53:50,2026-04-25T11:49:11.581064+00:00
